"","yr","mo.no.char","site","mo.no","mo.char","date","julian","rainfall","i","day","NDVI.wks.a","NDVI.wks.b","NDVI.MVC.mo","day.no","SOI.mean","SOI.max","SOI.min","SOI.mean.win","SOI.mean.spr","SOI.mean.sum","SOI.mean.fal","NAO.mean.win","NAO.mean.spr","NAO.mean.sum","NAO.mean.fal","NAO.ann.mean","NAO.ann.max","NAO.ann.min","el.nino","nino.strt.str","nino.end.str","la.nino","nina.strt.str","nina.end.str"
"339",1997,"09","Lloyd",9,"Sep","1997-09-15",258,104.259201049805,33,15,0.6305,0.6313,0.6313,15,-0.733333333333333,1.7,-1.5,0.6,-1.1,-1.2,-1.23333333333333,1.8,-2.12333333333333,0.763333333333333,-1.15,-0.18,5.26,-4.05,"nino","vry.str","no.event","no.event","no.event","no.event"
"340",1997,"09","scrub",9,"Sep","1997-09-15",258,58.4356536865234,33,15,0.4038,0.5292,0.5292,15,-0.733333333333333,1.7,-1.5,0.6,-1.1,-1.2,-1.23333333333333,1.8,-2.12333333333333,0.763333333333333,-1.15,-0.18,5.26,-4.05,"nino","vry.str","no.event","no.event","no.event","no.event"
"341",1997,"05","scrub",5,"May","1997-05-15",135,25.5237159729004,29,15,0.568,0.4296,0.568,15,-0.733333333333333,1.7,-1.5,0.6,-1.1,-1.2,-1.23333333333333,1.8,-2.12333333333333,0.763333333333333,-1.15,-0.18,5.26,-4.05,"nino","vry.str","no.event","no.event","no.event","no.event"
"342",1997,"06","broadleaf",6,"Jun","1997-06-15",166,57.1253128051758,30,15,0.7521,0.717,0.7521,15,-0.733333333333333,1.7,-1.5,0.6,-1.1,-1.2,-1.23333333333333,1.8,-2.12333333333333,0.763333333333333,-1.15,-0.18,5.26,-4.05,"nino","vry.str","no.event","no.event","no.event","no.event"
"343",1997,"06","Lloyd",6,"Jun","1997-06-15",166,85.0274047851562,30,15,0.5882,0.6488,0.6488,15,-0.733333333333333,1.7,-1.5,0.6,-1.1,-1.2,-1.23333333333333,1.8,-2.12333333333333,0.763333333333333,-1.15,-0.18,5.26,-4.05,"nino","vry.str","no.event","no.event","no.event","no.event"
"344",1997,"11","broadleaf",11,"Nov","1997-11-15",319,82.9997253417969,35,15,0.852,0.8548,0.8548,15,-0.733333333333333,1.7,-1.5,0.6,-1.1,-1.2,-1.23333333333333,1.8,-2.12333333333333,0.763333333333333,-1.15,-0.18,5.26,-4.05,"nino","vry.str","no.event","no.event","no.event","no.event"
"345",1997,"11","Lloyd",11,"Nov","1997-11-15",319,126.837814331055,35,15,0.6954,0.6971,0.6971,15,-0.733333333333333,1.7,-1.5,0.6,-1.1,-1.2,-1.23333333333333,1.8,-2.12333333333333,0.763333333333333,-1.15,-0.18,5.26,-4.05,"nino","vry.str","no.event","no.event","no.event","no.event"
"346",1997,"11","scrub",11,"Nov","1997-11-15",319,35.8385467529297,35,15,0.5361,0.5909,0.5909,15,-0.733333333333333,1.7,-1.5,0.6,-1.1,-1.2,-1.23333333333333,1.8,-2.12333333333333,0.763333333333333,-1.15,-0.18,5.26,-4.05,"nino","vry.str","no.event","no.event","no.event","no.event"
"347",1997,"12","broadleaf",12,"Dec","1997-12-15",349,12.6514472961426,36,15,0.8733,0.7725,0.8733,15,-0.733333333333333,1.7,-1.5,0.6,-1.1,-1.2,-1.23333333333333,1.8,-2.12333333333333,0.763333333333333,-1.15,-0.18,5.26,-4.05,"nino","vry.str","no.event","no.event","no.event","no.event"
"348",1997,"12","Lloyd",12,"Dec","1997-12-15",349,17.3309593200684,36,15,0.6876,0.6518,0.6876,15,-0.733333333333333,1.7,-1.5,0.6,-1.1,-1.2,-1.23333333333333,1.8,-2.12333333333333,0.763333333333333,-1.15,-0.18,5.26,-4.05,"nino","vry.str","no.event","no.event","no.event","no.event"
"349",1997,"12","scrub",12,"Dec","1997-12-15",349,16.8556842803955,36,15,0.558,0.5202,0.558,15,-0.733333333333333,1.7,-1.5,0.6,-1.1,-1.2,-1.23333333333333,1.8,-2.12333333333333,0.763333333333333,-1.15,-0.18,5.26,-4.05,"nino","vry.str","no.event","no.event","no.event","no.event"
"350",1997,"10","scrub",10,"Oct","1997-10-15",288,116.21760559082,34,15,0.4567,0.5521,0.5521,15,-0.733333333333333,1.7,-1.5,0.6,-1.1,-1.2,-1.23333333333333,1.8,-2.12333333333333,0.763333333333333,-1.15,-0.18,5.26,-4.05,"nino","vry.str","no.event","no.event","no.event","no.event"
"351",1997,"10","broadleaf",10,"Oct","1997-10-15",288,131.293914794922,34,15,0.5553,0.8095,0.8095,15,-0.733333333333333,1.7,-1.5,0.6,-1.1,-1.2,-1.23333333333333,1.8,-2.12333333333333,0.763333333333333,-1.15,-0.18,5.26,-4.05,"nino","vry.str","no.event","no.event","no.event","no.event"
"352",1997,"10","Lloyd",10,"Oct","1997-10-15",288,246.567718505859,34,15,0.6946,0.698,0.698,15,-0.733333333333333,1.7,-1.5,0.6,-1.1,-1.2,-1.23333333333333,1.8,-2.12333333333333,0.763333333333333,-1.15,-0.18,5.26,-4.05,"nino","vry.str","no.event","no.event","no.event","no.event"
"353",1998,"01","Lloyd",1,"Jan","1998-01-15",15,23.2747383117676,37,15,0.678,0.6601,0.678,15,-0.025,1.4,-2.7,-2.36666666666667,-0.0333333333333333,1.13333333333333,1.16666666666667,1.13333333333333,-0.833333333333333,-0.75,1.47333333333333,0.25,2.44,-3.48,"nino","no.event","vry.str","nina","mod","no.event"
"354",1998,"01","broadleaf",1,"Jan","1998-01-15",15,16.6565284729004,37,15,0.7947,0.7614,0.7947,15,-0.025,1.4,-2.7,-2.36666666666667,-0.0333333333333333,1.13333333333333,1.16666666666667,1.13333333333333,-0.833333333333333,-0.75,1.47333333333333,0.25,2.44,-3.48,"nino","no.event","vry.str","nina","mod","no.event"
"355",1998,"02","scrub",2,"Feb","1998-02-15",46,26.5846900939941,38,15,0.5103,0.4276,0.5103,15,-0.025,1.4,-2.7,-2.36666666666667,-0.0333333333333333,1.13333333333333,1.16666666666667,1.13333333333333,-0.833333333333333,-0.75,1.47333333333333,0.25,2.44,-3.48,"nino","no.event","vry.str","nina","mod","no.event"
"356",1998,"01","scrub",1,"Jan","1998-01-15",15,25.6487598419189,37,15,0.4943,0.4525,0.4943,15,-0.025,1.4,-2.7,-2.36666666666667,-0.0333333333333333,1.13333333333333,1.16666666666667,1.13333333333333,-0.833333333333333,-0.75,1.47333333333333,0.25,2.44,-3.48,"nino","no.event","vry.str","nina","mod","no.event"
"357",1998,"02","broadleaf",2,"Feb","1998-02-15",46,17.752067565918,38,15,0.791,0.8049,0.8049,15,-0.025,1.4,-2.7,-2.36666666666667,-0.0333333333333333,1.13333333333333,1.16666666666667,1.13333333333333,-0.833333333333333,-0.75,1.47333333333333,0.25,2.44,-3.48,"nino","no.event","vry.str","nina","mod","no.event"
"358",1998,"02","Lloyd",2,"Feb","1998-02-15",46,20.872615814209,38,15,0.6601,0.6653,0.6653,15,-0.025,1.4,-2.7,-2.36666666666667,-0.0333333333333333,1.13333333333333,1.16666666666667,1.13333333333333,-0.833333333333333,-0.75,1.47333333333333,0.25,2.44,-3.48,"nino","no.event","vry.str","nina","mod","no.event"
"359",1998,"04","broadleaf",4,"Apr","1998-04-15",105,80.7675552368164,40,15,0.7077,0.7984,0.7984,15,-0.025,1.4,-2.7,-2.36666666666667,-0.0333333333333333,1.13333333333333,1.16666666666667,1.13333333333333,-0.833333333333333,-0.75,1.47333333333333,0.25,2.44,-3.48,"nino","no.event","vry.str","nina","mod","no.event"
"360",1998,"04","Lloyd",4,"Apr","1998-04-15",105,103.784019470215,40,15,0.5982,0.681,0.681,15,-0.025,1.4,-2.7,-2.36666666666667,-0.0333333333333333,1.13333333333333,1.16666666666667,1.13333333333333,-0.833333333333333,-0.75,1.47333333333333,0.25,2.44,-3.48,"nino","no.event","vry.str","nina","mod","no.event"
"361",1998,"04","scrub",4,"Apr","1998-04-15",105,56.3664932250977,40,15,0.3431,0.4615,0.4615,15,-0.025,1.4,-2.7,-2.36666666666667,-0.0333333333333333,1.13333333333333,1.16666666666667,1.13333333333333,-0.833333333333333,-0.75,1.47333333333333,0.25,2.44,-3.48,"nino","no.event","vry.str","nina","mod","no.event"
"362",1998,"05","broadleaf",5,"May","1998-05-15",135,99.583625793457,41,15,0.6208,0.7475,0.7475,15,-0.025,1.4,-2.7,-2.36666666666667,-0.0333333333333333,1.13333333333333,1.16666666666667,1.13333333333333,-0.833333333333333,-0.75,1.47333333333333,0.25,2.44,-3.48,"nino","no.event","vry.str","nina","mod","no.event"
"363",1998,"05","Lloyd",5,"May","1998-05-15",135,223.301818847656,41,15,0.5516,0.6113,0.6113,15,-0.025,1.4,-2.7,-2.36666666666667,-0.0333333333333333,1.13333333333333,1.16666666666667,1.13333333333333,-0.833333333333333,-0.75,1.47333333333333,0.25,2.44,-3.48,"nino","no.event","vry.str","nina","mod","no.event"
"364",1998,"05","scrub",5,"May","1998-05-15",135,89.9218368530273,41,15,0.3699,0.4555,0.4555,15,-0.025,1.4,-2.7,-2.36666666666667,-0.0333333333333333,1.13333333333333,1.16666666666667,1.13333333333333,-0.833333333333333,-0.75,1.47333333333333,0.25,2.44,-3.48,"nino","no.event","vry.str","nina","mod","no.event"
"365",1998,"06","broadleaf",6,"Jun","1998-06-15",166,38.4134140014648,42,15,0.7179,0.741,0.741,15,-0.025,1.4,-2.7,-2.36666666666667,-0.0333333333333333,1.13333333333333,1.16666666666667,1.13333333333333,-0.833333333333333,-0.75,1.47333333333333,0.25,2.44,-3.48,"nino","no.event","vry.str","nina","mod","no.event"
"366",1998,"06","Lloyd",6,"Jun","1998-06-15",166,66.1083068847656,42,15,0.6523,0.6279,0.6523,15,-0.025,1.4,-2.7,-2.36666666666667,-0.0333333333333333,1.13333333333333,1.16666666666667,1.13333333333333,-0.833333333333333,-0.75,1.47333333333333,0.25,2.44,-3.48,"nino","no.event","vry.str","nina","mod","no.event"
"367",1998,"06","scrub",6,"Jun","1998-06-15",166,42.6816558837891,42,15,0.4117,0.3958,0.4117,15,-0.025,1.4,-2.7,-2.36666666666667,-0.0333333333333333,1.13333333333333,1.16666666666667,1.13333333333333,-0.833333333333333,-0.75,1.47333333333333,0.25,2.44,-3.48,"nino","no.event","vry.str","nina","mod","no.event"
"368",1998,"07","broadleaf",7,"Jul","1998-07-15",196,43.1800117492676,43,15,0.7012,0.6485,0.7012,15,-0.025,1.4,-2.7,-2.36666666666667,-0.0333333333333333,1.13333333333333,1.16666666666667,1.13333333333333,-0.833333333333333,-0.75,1.47333333333333,0.25,2.44,-3.48,"nino","no.event","vry.str","nina","mod","no.event"
"369",1998,"03","broadleaf",3,"Mar","1998-03-15",74,28.136438369751,39,15,0.6605,0.6615,0.6615,15,-0.025,1.4,-2.7,-2.36666666666667,-0.0333333333333333,1.13333333333333,1.16666666666667,1.13333333333333,-0.833333333333333,-0.75,1.47333333333333,0.25,2.44,-3.48,"nino","no.event","vry.str","nina","mod","no.event"
"370",1998,"03","Lloyd",3,"Mar","1998-03-15",74,46.9930419921875,39,15,0.5821,0.6218,0.6218,15,-0.025,1.4,-2.7,-2.36666666666667,-0.0333333333333333,1.13333333333333,1.16666666666667,1.13333333333333,-0.833333333333333,-0.75,1.47333333333333,0.25,2.44,-3.48,"nino","no.event","vry.str","nina","mod","no.event"
"371",1998,"03","scrub",3,"Mar","1998-03-15",74,34.8315925598145,39,15,0.36,0.3112,0.36,15,-0.025,1.4,-2.7,-2.36666666666667,-0.0333333333333333,1.13333333333333,1.16666666666667,1.13333333333333,-0.833333333333333,-0.75,1.47333333333333,0.25,2.44,-3.48,"nino","no.event","vry.str","nina","mod","no.event"
"372",1998,"08","Lloyd",8,"Aug","1998-08-15",227,121.469863891602,44,15,0.6427,0.6122,0.6427,15,-0.025,1.4,-2.7,-2.36666666666667,-0.0333333333333333,1.13333333333333,1.16666666666667,1.13333333333333,-0.833333333333333,-0.75,1.47333333333333,0.25,2.44,-3.48,"nino","no.event","vry.str","nina","mod","no.event"
"373",1998,"08","scrub",8,"Aug","1998-08-15",227,42.4283103942871,44,15,0.4635,0.4306,0.4635,15,-0.025,1.4,-2.7,-2.36666666666667,-0.0333333333333333,1.13333333333333,1.16666666666667,1.13333333333333,-0.833333333333333,-0.75,1.47333333333333,0.25,2.44,-3.48,"nino","no.event","vry.str","nina","mod","no.event"
"374",1998,"09","broadleaf",9,"Sep","1998-09-15",258,261.297973632812,45,15,0.7123,0.8261,0.8261,15,-0.025,1.4,-2.7,-2.36666666666667,-0.0333333333333333,1.13333333333333,1.16666666666667,1.13333333333333,-0.833333333333333,-0.75,1.47333333333333,0.25,2.44,-3.48,"nino","no.event","vry.str","nina","mod","no.event"
"375",1998,"09","Lloyd",9,"Sep","1998-09-15",258,490.305450439453,45,15,0.6806,0.6919,0.6919,15,-0.025,1.4,-2.7,-2.36666666666667,-0.0333333333333333,1.13333333333333,1.16666666666667,1.13333333333333,-0.833333333333333,-0.75,1.47333333333333,0.25,2.44,-3.48,"nino","no.event","vry.str","nina","mod","no.event"
"376",1998,"09","scrub",9,"Sep","1998-09-15",258,233.558929443359,45,15,0.5491,0.5759,0.5759,15,-0.025,1.4,-2.7,-2.36666666666667,-0.0333333333333333,1.13333333333333,1.16666666666667,1.13333333333333,-0.833333333333333,-0.75,1.47333333333333,0.25,2.44,-3.48,"nino","no.event","vry.str","nina","mod","no.event"
"377",1998,"10","broadleaf",10,"Oct","1998-10-15",288,46.9962501525879,46,15,0.8428,0.6985,0.8428,15,-0.025,1.4,-2.7,-2.36666666666667,-0.0333333333333333,1.13333333333333,1.16666666666667,1.13333333333333,-0.833333333333333,-0.75,1.47333333333333,0.25,2.44,-3.48,"nino","no.event","vry.str","nina","mod","no.event"
"378",1998,"10","Lloyd",10,"Oct","1998-10-15",288,122.759323120117,46,15,0.7059,0.6252,0.7059,15,-0.025,1.4,-2.7,-2.36666666666667,-0.0333333333333333,1.13333333333333,1.16666666666667,1.13333333333333,-0.833333333333333,-0.75,1.47333333333333,0.25,2.44,-3.48,"nino","no.event","vry.str","nina","mod","no.event"
"379",1998,"10","scrub",10,"Oct","1998-10-15",288,51.4382629394531,46,15,0.5779,0.5015,0.5779,15,-0.025,1.4,-2.7,-2.36666666666667,-0.0333333333333333,1.13333333333333,1.16666666666667,1.13333333333333,-0.833333333333333,-0.75,1.47333333333333,0.25,2.44,-3.48,"nino","no.event","vry.str","nina","mod","no.event"
"380",1998,"11","broadleaf",11,"Nov","1998-11-15",319,20.1404418945312,47,15,0.7364,0.816,0.816,15,-0.025,1.4,-2.7,-2.36666666666667,-0.0333333333333333,1.13333333333333,1.16666666666667,1.13333333333333,-0.833333333333333,-0.75,1.47333333333333,0.25,2.44,-3.48,"nino","no.event","vry.str","nina","mod","no.event"
"381",1998,"11","Lloyd",11,"Nov","1998-11-15",319,25.5692520141602,47,15,0.6126,0.6889,0.6889,15,-0.025,1.4,-2.7,-2.36666666666667,-0.0333333333333333,1.13333333333333,1.16666666666667,1.13333333333333,-0.833333333333333,-0.75,1.47333333333333,0.25,2.44,-3.48,"nino","no.event","vry.str","nina","mod","no.event"
"382",1998,"07","Lloyd",7,"Jul","1998-07-15",196,67.2596740722656,43,15,0.6226,0.6148,0.6226,15,-0.025,1.4,-2.7,-2.36666666666667,-0.0333333333333333,1.13333333333333,1.16666666666667,1.13333333333333,-0.833333333333333,-0.75,1.47333333333333,0.25,2.44,-3.48,"nino","no.event","vry.str","nina","mod","no.event"
"383",1998,"07","scrub",7,"Jul","1998-07-15",196,43.3622436523438,43,15,0.4635,0.4694,0.4694,15,-0.025,1.4,-2.7,-2.36666666666667,-0.0333333333333333,1.13333333333333,1.16666666666667,1.13333333333333,-0.833333333333333,-0.75,1.47333333333333,0.25,2.44,-3.48,"nino","no.event","vry.str","nina","mod","no.event"
"384",1998,"08","broadleaf",8,"Aug","1998-08-15",227,47.6601104736328,44,15,0.6827,0.6393,0.6827,15,-0.025,1.4,-2.7,-2.36666666666667,-0.0333333333333333,1.13333333333333,1.16666666666667,1.13333333333333,-0.833333333333333,-0.75,1.47333333333333,0.25,2.44,-3.48,"nino","no.event","vry.str","nina","mod","no.event"
"385",1998,"12","scrub",12,"Dec","1998-12-15",349,46.7910690307617,48,15,0.4545,0.4515,0.4545,15,-0.025,1.4,-2.7,-2.36666666666667,-0.0333333333333333,1.13333333333333,1.16666666666667,1.13333333333333,-0.833333333333333,-0.75,1.47333333333333,0.25,2.44,-3.48,"nino","no.event","vry.str","nina","mod","no.event"
"386",1998,"12","Lloyd",12,"Dec","1998-12-15",349,52.7931594848633,48,15,0.6327,0.7185,0.7185,15,-0.025,1.4,-2.7,-2.36666666666667,-0.0333333333333333,1.13333333333333,1.16666666666667,1.13333333333333,-0.833333333333333,-0.75,1.47333333333333,0.25,2.44,-3.48,"nino","no.event","vry.str","nina","mod","no.event"
"387",1998,"11","scrub",11,"Nov","1998-11-15",319,15.6786165237427,47,15,0.4665,0.5013,0.5013,15,-0.025,1.4,-2.7,-2.36666666666667,-0.0333333333333333,1.13333333333333,1.16666666666667,1.13333333333333,-0.833333333333333,-0.75,1.47333333333333,0.25,2.44,-3.48,"nino","no.event","vry.str","nina","mod","no.event"
"388",1998,"12","broadleaf",12,"Dec","1998-12-15",349,35.7703819274902,48,15,0.7364,0.8234,0.8234,15,-0.025,1.4,-2.7,-2.36666666666667,-0.0333333333333333,1.13333333333333,1.16666666666667,1.13333333333333,-0.833333333333333,-0.75,1.47333333333333,0.25,2.44,-3.48,"nino","no.event","vry.str","nina","mod","no.event"
"389",1999,"01","Lloyd",1,"Jan","1999-01-15",15,25.0256004333496,49,15,0.7167,0.6623,0.7167,15,0.85,1.8,-0.1,1.36666666666667,0.633333333333333,0.266666666666667,1.13333333333333,0.66,0.95,-2.01,0.58,0.04,2.13,-3.67,"no.event","no.event","no.event","nina","mod","mod"
"390",1999,"01","broadleaf",1,"Jan","1999-01-15",15,16.6565284729004,49,15,0.7382,0.6837,0.7382,15,0.85,1.8,-0.1,1.36666666666667,0.633333333333333,0.266666666666667,1.13333333333333,0.66,0.95,-2.01,0.58,0.04,2.13,-3.67,"no.event","no.event","no.event","nina","mod","mod"
"391",1999,"02","scrub",2,"Feb","1999-02-15",46,32.8775291442871,50,15,0.345,0.3092,0.345,15,0.85,1.8,-0.1,1.36666666666667,0.633333333333333,0.266666666666667,1.13333333333333,0.66,0.95,-2.01,0.58,0.04,2.13,-3.67,"no.event","no.event","no.event","nina","mod","mod"
"392",1999,"01","scrub",1,"Jan","1999-01-15",15,25.6487598419189,49,15,0.3719,0.4207,0.4207,15,0.85,1.8,-0.1,1.36666666666667,0.633333333333333,0.266666666666667,1.13333333333333,0.66,0.95,-2.01,0.58,0.04,2.13,-3.67,"no.event","no.event","no.event","nina","mod","mod"
"393",1999,"02","broadleaf",2,"Feb","1999-02-15",46,17.752067565918,50,15,0.5023,0.3497,0.5023,15,0.85,1.8,-0.1,1.36666666666667,0.633333333333333,0.266666666666667,1.13333333333333,0.66,0.95,-2.01,0.58,0.04,2.13,-3.67,"no.event","no.event","no.event","nina","mod","mod"
"394",1999,"02","Lloyd",2,"Feb","1999-02-15",46,18.7028484344482,50,15,0.6427,0.6344,0.6427,15,0.85,1.8,-0.1,1.36666666666667,0.633333333333333,0.266666666666667,1.13333333333333,0.66,0.95,-2.01,0.58,0.04,2.13,-3.67,"no.event","no.event","no.event","nina","mod","mod"
"395",1999,"04","broadleaf",4,"Apr","1999-04-15",105,53.3939056396484,52,15,0.7419,0.7281,0.7419,15,0.85,1.8,-0.1,1.36666666666667,0.633333333333333,0.266666666666667,1.13333333333333,0.66,0.95,-2.01,0.58,0.04,2.13,-3.67,"no.event","no.event","no.event","nina","mod","mod"
"396",1999,"03","broadleaf",3,"Mar","1999-03-15",74,40.4954528808594,51,15,0.5884,0.6015,0.6015,15,0.85,1.8,-0.1,1.36666666666667,0.633333333333333,0.266666666666667,1.13333333333333,0.66,0.95,-2.01,0.58,0.04,2.13,-3.67,"no.event","no.event","no.event","nina","mod","mod"
"397",1999,"03","Lloyd",3,"Mar","1999-03-15",74,53.0734596252441,51,15,0.5943,0.5294,0.5943,15,0.85,1.8,-0.1,1.36666666666667,0.633333333333333,0.266666666666667,1.13333333333333,0.66,0.95,-2.01,0.58,0.04,2.13,-3.67,"no.event","no.event","no.event","nina","mod","mod"
"398",1999,"03","scrub",3,"Mar","1999-03-15",74,53.0372123718262,51,15,0.3938,0.3769,0.3938,15,0.85,1.8,-0.1,1.36666666666667,0.633333333333333,0.266666666666667,1.13333333333333,0.66,0.95,-2.01,0.58,0.04,2.13,-3.67,"no.event","no.event","no.event","nina","mod","mod"
"399",1999,"05","Lloyd",5,"May","1999-05-15",135,76.0852355957031,53,15,0.5691,0.5956,0.5956,15,0.85,1.8,-0.1,1.36666666666667,0.633333333333333,0.266666666666667,1.13333333333333,0.66,0.95,-2.01,0.58,0.04,2.13,-3.67,"no.event","no.event","no.event","nina","mod","mod"
"400",1999,"05","scrub",5,"May","1999-05-15",135,26.5765151977539,53,15,0.3132,0.347,0.347,15,0.85,1.8,-0.1,1.36666666666667,0.633333333333333,0.266666666666667,1.13333333333333,0.66,0.95,-2.01,0.58,0.04,2.13,-3.67,"no.event","no.event","no.event","nina","mod","mod"
"401",1999,"06","broadleaf",6,"Jun","1999-06-15",166,70.8986434936523,54,15,0.4394,0.5747,0.5747,15,0.85,1.8,-0.1,1.36666666666667,0.633333333333333,0.266666666666667,1.13333333333333,0.66,0.95,-2.01,0.58,0.04,2.13,-3.67,"no.event","no.event","no.event","nina","mod","mod"
"402",1999,"06","Lloyd",6,"Jun","1999-06-15",166,109.500091552734,54,15,0.5647,0.6008,0.6008,15,0.85,1.8,-0.1,1.36666666666667,0.633333333333333,0.266666666666667,1.13333333333333,0.66,0.95,-2.01,0.58,0.04,2.13,-3.67,"no.event","no.event","no.event","nina","mod","mod"
"403",1999,"06","scrub",6,"Jun","1999-06-15",166,69.3417816162109,54,15,0.3022,0.2784,0.3022,15,0.85,1.8,-0.1,1.36666666666667,0.633333333333333,0.266666666666667,1.13333333333333,0.66,0.95,-2.01,0.58,0.04,2.13,-3.67,"no.event","no.event","no.event","nina","mod","mod"
"404",1999,"07","broadleaf",7,"Jul","1999-07-15",196,29.7952575683594,55,15,0.7096,0.6282,0.7096,15,0.85,1.8,-0.1,1.36666666666667,0.633333333333333,0.266666666666667,1.13333333333333,0.66,0.95,-2.01,0.58,0.04,2.13,-3.67,"no.event","no.event","no.event","nina","mod","mod"
"405",1999,"07","Lloyd",7,"Jul","1999-07-15",196,52.8625068664551,55,15,0.6784,0.5934,0.6784,15,0.85,1.8,-0.1,1.36666666666667,0.633333333333333,0.266666666666667,1.13333333333333,0.66,0.95,-2.01,0.58,0.04,2.13,-3.67,"no.event","no.event","no.event","nina","mod","mod"
"406",1999,"07","scrub",7,"Jul","1999-07-15",196,31.2279930114746,55,15,0.4575,0.4207,0.4575,15,0.85,1.8,-0.1,1.36666666666667,0.633333333333333,0.266666666666667,1.13333333333333,0.66,0.95,-2.01,0.58,0.04,2.13,-3.67,"no.event","no.event","no.event","nina","mod","mod"
"407",1999,"08","broadleaf",8,"Aug","1999-08-15",227,36.8993644714355,56,15,0.6781,0.7901,0.7901,15,0.85,1.8,-0.1,1.36666666666667,0.633333333333333,0.266666666666667,1.13333333333333,0.66,0.95,-2.01,0.58,0.04,2.13,-3.67,"no.event","no.event","no.event","nina","mod","mod"
"408",1999,"08","Lloyd",8,"Aug","1999-08-15",227,96.0390777587891,56,15,0.6566,0.6954,0.6954,15,0.85,1.8,-0.1,1.36666666666667,0.633333333333333,0.266666666666667,1.13333333333333,0.66,0.95,-2.01,0.58,0.04,2.13,-3.67,"no.event","no.event","no.event","nina","mod","mod"
"409",1999,"04","Lloyd",4,"Apr","1999-04-15",105,55.435474395752,52,15,0.6793,0.644,0.6793,15,0.85,1.8,-0.1,1.36666666666667,0.633333333333333,0.266666666666667,1.13333333333333,0.66,0.95,-2.01,0.58,0.04,2.13,-3.67,"no.event","no.event","no.event","nina","mod","mod"
